"	CPU_Usage",Timestamp
4,15-03-2023 06:35
0,15-03-2023 06:40
2,15-03-2023 06:45
2,15-03-2023 06:50
2,15-03-2023 06:55
0,15-03-2023 07:00
6,15-03-2023 07:05
0,15-03-2023 07:10
4,15-03-2023 07:15
0,15-03-2023 07:20
0,15-03-2023 07:25
2,15-03-2023 07:30
2,15-03-2023 07:35
0,15-03-2023 07:40
0,15-03-2023 07:45
0,15-03-2023 07:50
0,15-03-2023 07:55
0,15-03-2023 08:00
2,15-03-2023 08:05
2,15-03-2023 08:10
0,15-03-2023 08:15
0,15-03-2023 08:20
0,15-03-2023 08:25
2,15-03-2023 08:30
2,15-03-2023 08:35
0,15-03-2023 08:40
2,15-03-2023 08:45
2,15-03-2023 08:50
0,15-03-2023 08:55
7,15-03-2023 09:00
2,15-03-2023 09:05
5,15-03-2023 09:10
0,15-03-2023 09:15
4,15-03-2023 09:20
4,15-03-2023 09:25
0,15-03-2023 09:30
4,15-03-2023 09:35
2,15-03-2023 09:40
4,15-03-2023 09:45
5,15-03-2023 09:50
6,15-03-2023 09:55
2,15-03-2023 10:00
0,15-03-2023 10:05
6,15-03-2023 10:10
4,15-03-2023 10:15
0,15-03-2023 10:20
2,15-03-2023 10:25
2,15-03-2023 10:30
0,15-03-2023 10:35
4,15-03-2023 10:40
2,15-03-2023 10:45
0,15-03-2023 10:50
5,15-03-2023 10:55
6,15-03-2023 11:00
0,15-03-2023 11:05
2,15-03-2023 11:10
4,15-03-2023 11:15
0,15-03-2023 11:20
2,15-03-2023 11:25
4,15-03-2023 11:30
4,15-03-2023 11:35
4,15-03-2023 11:40
4,15-03-2023 11:45
2,15-03-2023 11:50
0,15-03-2023 11:55
2,15-03-2023 12:00
4,15-03-2023 12:05
7,15-03-2023 12:10
0,15-03-2023 12:15
2,15-03-2023 12:20
4,15-03-2023 12:25
0,15-03-2023 12:30
0,15-03-2023 12:35
2,15-03-2023 12:40
0,15-03-2023 12:45
2,15-03-2023 12:50
0,15-03-2023 12:55
2,15-03-2023 13:00
0,15-03-2023 13:05
4,15-03-2023 13:10
2,15-03-2023 13:15
4,15-03-2023 13:20
5,15-03-2023 13:25
7,15-03-2023 13:30
2,15-03-2023 13:35
2,15-03-2023 13:40
0,15-03-2023 13:45
2,15-03-2023 13:50
7,15-03-2023 13:55
0,15-03-2023 14:00
2,15-03-2023 14:05
0,15-03-2023 14:10
2,15-03-2023 14:15
2,15-03-2023 14:20
0,15-03-2023 14:25
2,15-03-2023 14:30
0,15-03-2023 14:35
0,15-03-2023 14:40
0,15-03-2023 14:45
0,15-03-2023 14:50
2,15-03-2023 14:55
0,15-03-2023 15:00
2,15-03-2023 15:05
0,15-03-2023 15:10
2,15-03-2023 15:15
0,15-03-2023 15:20
2,15-03-2023 15:25
0,15-03-2023 15:30
4,15-03-2023 15:35
0,15-03-2023 15:40
4,15-03-2023 15:45
5,15-03-2023 15:50
2,15-03-2023 15:55
0,15-03-2023 16:00
0,15-03-2023 16:05
2,15-03-2023 16:10
2,15-03-2023 16:15
0,15-03-2023 16:20
0,15-03-2023 16:25
15,15-03-2023 16:30
2,15-03-2023 16:35
2,15-03-2023 16:40
2,15-03-2023 16:45
4,15-03-2023 16:50
4,15-03-2023 16:55
0,15-03-2023 17:00
0,15-03-2023 17:05
0,15-03-2023 17:10
0,15-03-2023 17:15
6,15-03-2023 17:20
4,15-03-2023 17:25
0,15-03-2023 17:30
4,15-03-2023 17:35
4,15-03-2023 17:40
0,15-03-2023 17:45
2,15-03-2023 17:50
4,15-03-2023 17:55
2,15-03-2023 18:00
7,15-03-2023 18:05
0,15-03-2023 18:10
3,15-03-2023 18:15
2,15-03-2023 18:20
0,15-03-2023 18:25
2,15-03-2023 18:30
13,15-03-2023 18:35
9,15-03-2023 18:40
4,15-03-2023 18:45
0,15-03-2023 18:50
0,15-03-2023 18:55
2,15-03-2023 19:00
2,15-03-2023 19:05
0,15-03-2023 19:10
0,15-03-2023 19:15
2,15-03-2023 19:20
4,15-03-2023 19:25
4,15-03-2023 19:30
11,15-03-2023 19:35
2,15-03-2023 19:40
2,15-03-2023 19:45
4,15-03-2023 19:50
2,15-03-2023 19:55
2,15-03-2023 20:00
2,15-03-2023 20:05
0,15-03-2023 20:10
4,15-03-2023 20:15
4,15-03-2023 20:20
2,15-03-2023 20:25
0,15-03-2023 20:30
0,15-03-2023 20:35
12,15-03-2023 20:40
2,15-03-2023 20:45
0,15-03-2023 20:50
2,15-03-2023 20:55
0,15-03-2023 21:00
4,15-03-2023 21:05
0,15-03-2023 21:10
6,15-03-2023 21:15
2,15-03-2023 21:20
0,15-03-2023 21:25
4,15-03-2023 21:30
0,15-03-2023 21:35
0,15-03-2023 21:40
0,15-03-2023 21:45
2,15-03-2023 21:50
2,15-03-2023 21:55
2,15-03-2023 22:00
2,15-03-2023 22:05
0,15-03-2023 22:10
0,15-03-2023 22:15
2,15-03-2023 22:20
2,15-03-2023 22:25
2,15-03-2023 22:30
2,15-03-2023 22:35
11,15-03-2023 22:40
4,15-03-2023 22:45
0,15-03-2023 22:50
5,15-03-2023 22:55
7,15-03-2023 23:00
4,15-03-2023 23:05
0,15-03-2023 23:10
2,15-03-2023 23:15
0,15-03-2023 23:20
0,15-03-2023 23:25
0,15-03-2023 23:30
0,15-03-2023 23:35
2,15-03-2023 23:40
2,15-03-2023 23:45
0,15-03-2023 23:50
4,15-03-2023 23:55
2,16-03-2023 00:00
4,16-03-2023 00:05
2,16-03-2023 00:10
4,16-03-2023 00:15
4,16-03-2023 00:20
0,16-03-2023 00:25
4,16-03-2023 00:30
4,16-03-2023 00:35
4,16-03-2023 00:40
4,16-03-2023 00:45
4,16-03-2023 00:50
2,16-03-2023 00:55
4,16-03-2023 01:00
6,16-03-2023 01:05
6,16-03-2023 01:10
2,16-03-2023 01:15
4,16-03-2023 01:20
4,16-03-2023 01:25
2,16-03-2023 01:30
2,16-03-2023 01:35
2,16-03-2023 01:40
2,16-03-2023 01:45
0,16-03-2023 01:50
4,16-03-2023 01:55
6,16-03-2023 02:00
4,16-03-2023 02:05
2,16-03-2023 02:10
4,16-03-2023 02:15
2,16-03-2023 02:20
0,16-03-2023 02:25
4,16-03-2023 02:30
2,16-03-2023 02:35
4,16-03-2023 02:40
6,16-03-2023 02:45
0,16-03-2023 02:50
4,16-03-2023 02:55
2,16-03-2023 03:00
4,16-03-2023 03:05
0,16-03-2023 03:10
0,16-03-2023 03:15
2,16-03-2023 03:20
4,16-03-2023 03:25
4,16-03-2023 03:30
2,16-03-2023 03:35
0,16-03-2023 03:40
6,16-03-2023 03:45
2,16-03-2023 03:50
4,16-03-2023 03:55
2,16-03-2023 04:00
10,16-03-2023 04:05
10,16-03-2023 04:10
2,16-03-2023 04:15
6,16-03-2023 04:20
4,16-03-2023 04:25
2,16-03-2023 04:30
0,16-03-2023 04:35
0,16-03-2023 04:40
4,16-03-2023 04:45
5,16-03-2023 04:50
2,16-03-2023 04:55
4,16-03-2023 05:00
0,16-03-2023 05:05
0,16-03-2023 05:10
0,16-03-2023 05:15
4,16-03-2023 05:20
8,16-03-2023 05:25
2,16-03-2023 05:30
8,16-03-2023 05:35
4,16-03-2023 05:40
8,16-03-2023 05:45
4,16-03-2023 05:50
6,16-03-2023 05:55
4,16-03-2023 06:00
4,16-03-2023 06:05
4,16-03-2023 06:10
2,16-03-2023 06:15
6,16-03-2023 06:20
0,16-03-2023 06:25
4,16-03-2023 06:30
6,16-03-2023 06:35
4,16-03-2023 06:40
0,16-03-2023 06:45
6,16-03-2023 06:50
4,16-03-2023 06:55
4,16-03-2023 07:00
6,16-03-2023 07:05
0,16-03-2023 07:10
8,16-03-2023 07:15
4,16-03-2023 07:20
4,16-03-2023 07:25
4,16-03-2023 07:30
0,16-03-2023 07:35
0,16-03-2023 07:40
4,16-03-2023 07:45
4,16-03-2023 07:50
8,16-03-2023 07:55
6,16-03-2023 08:00
2,16-03-2023 08:05
4,16-03-2023 08:10
4,16-03-2023 08:15
2,16-03-2023 08:20
2,16-03-2023 08:25
6,16-03-2023 08:30
0,16-03-2023 08:35
4,16-03-2023 08:40
0,16-03-2023 08:45
10,16-03-2023 08:50
0,16-03-2023 08:55
0,16-03-2023 09:00
2,16-03-2023 09:05
4,16-03-2023 09:10
0,16-03-2023 09:15
6,16-03-2023 09:20
4,16-03-2023 09:25
6,16-03-2023 09:30
6,16-03-2023 09:35
6,16-03-2023 09:40
8,16-03-2023 09:45
0,16-03-2023 09:50
4,16-03-2023 09:55
6,16-03-2023 10:00
0,16-03-2023 10:05
5,16-03-2023 10:10
4,16-03-2023 10:15
3,16-03-2023 10:20
4,16-03-2023 10:25
4,16-03-2023 10:30
4,16-03-2023 10:35
6,16-03-2023 10:40
4,16-03-2023 10:45
2,16-03-2023 10:50
4,16-03-2023 10:55
2,16-03-2023 11:00
6,16-03-2023 11:05
4,16-03-2023 11:10
4,16-03-2023 11:15
2,16-03-2023 11:20
6,16-03-2023 11:25
6,16-03-2023 11:30
4,16-03-2023 11:35
0,16-03-2023 11:40
4,16-03-2023 11:45
0,16-03-2023 11:50
7,16-03-2023 11:55
4,16-03-2023 12:00
0,16-03-2023 12:05
2,16-03-2023 12:10
7,16-03-2023 12:15
0,16-03-2023 12:20
6,16-03-2023 12:25
4,16-03-2023 12:30
2,16-03-2023 12:35
2,16-03-2023 12:40
6,16-03-2023 12:45
8,16-03-2023 12:50
0,16-03-2023 12:55
2,16-03-2023 13:00
0,16-03-2023 13:05
4,16-03-2023 13:10
5,16-03-2023 13:15
5,16-03-2023 13:20
4,16-03-2023 13:25
6,16-03-2023 13:30
4,16-03-2023 13:35
0,16-03-2023 13:40
4,16-03-2023 13:45
0,16-03-2023 13:50
8,16-03-2023 13:55
8,16-03-2023 14:00
4,16-03-2023 14:05
4,16-03-2023 14:10
8,16-03-2023 14:15
0,16-03-2023 14:20
2,16-03-2023 14:25
0,16-03-2023 14:30
0,16-03-2023 14:35
0,16-03-2023 14:40
6,16-03-2023 14:45
5,16-03-2023 14:50
4,16-03-2023 14:55
0,16-03-2023 15:00
4,16-03-2023 15:05
4,16-03-2023 15:10
2,16-03-2023 15:15
4,16-03-2023 15:20
0,16-03-2023 15:25
0,16-03-2023 15:30
5,16-03-2023 15:35
2,16-03-2023 15:40
0,16-03-2023 15:45
6,16-03-2023 15:50
0,16-03-2023 15:55
0,16-03-2023 16:00
3,16-03-2023 16:05
2,16-03-2023 16:10
2,16-03-2023 16:15
2,16-03-2023 16:20
2,16-03-2023 16:25
0,16-03-2023 16:30
4,16-03-2023 16:35
4,16-03-2023 16:40
0,16-03-2023 16:45
0,16-03-2023 16:50
4,16-03-2023 16:55
0,16-03-2023 17:00
7,16-03-2023 17:05
4,16-03-2023 17:10
2,16-03-2023 17:15
7,16-03-2023 17:20
6,16-03-2023 17:25
6,16-03-2023 17:30
6,16-03-2023 17:35
4,16-03-2023 17:40
4,16-03-2023 17:45
2,16-03-2023 17:50
4,16-03-2023 17:55
6,16-03-2023 18:00
2,16-03-2023 18:05
2,16-03-2023 18:10
4,16-03-2023 18:15
4,16-03-2023 18:20
7,16-03-2023 18:25
4,16-03-2023 18:30
0,16-03-2023 18:35
6,16-03-2023 18:40
4,16-03-2023 18:45
0,16-03-2023 18:50
4,16-03-2023 18:55
2,16-03-2023 19:00
0,16-03-2023 19:05
4,16-03-2023 19:10
4,16-03-2023 19:15
0,16-03-2023 19:20
2,16-03-2023 19:25
4,16-03-2023 19:30
4,16-03-2023 19:35
4,16-03-2023 19:40
3,16-03-2023 19:45
4,16-03-2023 19:50
0,16-03-2023 19:55
3,16-03-2023 20:00
0,16-03-2023 20:05
0,16-03-2023 20:10
0,16-03-2023 20:15
0,16-03-2023 20:20
2,16-03-2023 20:25
4,16-03-2023 20:30
0,16-03-2023 20:35
0,16-03-2023 20:40
2,16-03-2023 20:45
4,16-03-2023 20:50
3,16-03-2023 20:55
3,16-03-2023 21:00
4,16-03-2023 21:05
0,16-03-2023 21:10
4,16-03-2023 21:15
7,16-03-2023 21:20
2,16-03-2023 21:25
0,16-03-2023 21:30
6,16-03-2023 21:35
6,16-03-2023 21:40
0,16-03-2023 21:45
0,16-03-2023 21:50
10,16-03-2023 21:55
2,16-03-2023 22:00
5,16-03-2023 22:05
0,16-03-2023 22:10
4,16-03-2023 22:15
4,16-03-2023 22:20
0,16-03-2023 22:25
4,16-03-2023 22:30
4,16-03-2023 22:35
2,16-03-2023 22:40
6,16-03-2023 22:45
4,16-03-2023 22:50
4,16-03-2023 22:55
2,16-03-2023 23:00
6,16-03-2023 23:05
5,16-03-2023 23:10
0,16-03-2023 23:15
6,16-03-2023 23:20
2,16-03-2023 23:25
7,16-03-2023 23:30
7,16-03-2023 23:35
0,16-03-2023 23:40
0,16-03-2023 23:45
0,16-03-2023 23:50
2,16-03-2023 23:55
2,17-03-2023 00:00
4,17-03-2023 00:05
2,17-03-2023 00:10
4,17-03-2023 00:15
2,17-03-2023 00:20
4,17-03-2023 00:25
2,17-03-2023 00:30
4,17-03-2023 00:35
4,17-03-2023 00:40
2,17-03-2023 00:45
2,17-03-2023 00:50
2,17-03-2023 00:55
4,17-03-2023 01:00
2,17-03-2023 01:05
4,17-03-2023 01:10
4,17-03-2023 01:15
4,17-03-2023 01:20
6,17-03-2023 01:25
2,17-03-2023 01:30
2,17-03-2023 01:35
4,17-03-2023 01:40
2,17-03-2023 01:45
2,17-03-2023 01:50
4,17-03-2023 01:55
4,17-03-2023 02:00
2,17-03-2023 02:05
4,17-03-2023 02:10
4,17-03-2023 02:15
2,17-03-2023 02:20
4,17-03-2023 02:25
2,17-03-2023 02:30
2,17-03-2023 02:35
0,17-03-2023 02:40
0,17-03-2023 02:45
6,17-03-2023 02:50
4,17-03-2023 02:55
2,17-03-2023 03:00
2,17-03-2023 03:05
2,17-03-2023 03:10
0,17-03-2023 03:15
2,17-03-2023 03:20
4,17-03-2023 03:25
4,17-03-2023 03:30
4,17-03-2023 03:35
0,17-03-2023 03:40
2,17-03-2023 03:45
2,17-03-2023 03:50
2,17-03-2023 03:55
4,17-03-2023 04:00
4,17-03-2023 04:05
2,17-03-2023 04:10
0,17-03-2023 04:15
2,17-03-2023 04:20
0,17-03-2023 04:25
2,17-03-2023 04:30
0,17-03-2023 04:35
0,17-03-2023 04:40
0,17-03-2023 04:45
2,17-03-2023 04:50
2,17-03-2023 04:55
2,17-03-2023 05:00
0,17-03-2023 05:05
0,17-03-2023 05:10
2,17-03-2023 05:15
2,17-03-2023 05:20
0,17-03-2023 05:25
2,17-03-2023 05:30
4,17-03-2023 05:35
2,17-03-2023 05:40
2,17-03-2023 05:45
2,17-03-2023 05:50
2,17-03-2023 05:55
4,17-03-2023 06:00
2,17-03-2023 06:05
0,17-03-2023 06:10
2,17-03-2023 06:15
0,17-03-2023 06:20
0,17-03-2023 06:25
4,17-03-2023 06:30
4,17-03-2023 06:35
4,17-03-2023 06:40
0,17-03-2023 06:45
2,17-03-2023 06:50
2,17-03-2023 06:55
2,17-03-2023 07:00
2,17-03-2023 07:05
0,17-03-2023 07:10
2,17-03-2023 07:15
2,17-03-2023 07:20
0,17-03-2023 07:25
2,17-03-2023 07:30
0,17-03-2023 07:35
0,17-03-2023 07:40
0,17-03-2023 07:45
2,17-03-2023 07:50
2,17-03-2023 07:55
2,17-03-2023 08:00
0,17-03-2023 08:05
0,17-03-2023 08:10
0,17-03-2023 08:15
0,17-03-2023 08:20
2,17-03-2023 08:25
0,17-03-2023 08:30
0,17-03-2023 08:35
0,17-03-2023 08:40
0,17-03-2023 08:45
2,17-03-2023 08:50
0,17-03-2023 08:55
0,17-03-2023 09:00
0,17-03-2023 09:05
2,17-03-2023 09:10
0,17-03-2023 09:15
2,17-03-2023 09:20
2,17-03-2023 09:25
2,17-03-2023 09:30
2,17-03-2023 09:35
2,17-03-2023 09:40
0,17-03-2023 09:45
0,17-03-2023 09:50
0,17-03-2023 09:55
0,17-03-2023 10:00
0,17-03-2023 10:05
2,17-03-2023 10:10
2,17-03-2023 10:15
2,17-03-2023 10:20
2,17-03-2023 10:25
2,17-03-2023 10:30
2,17-03-2023 10:35
2,17-03-2023 10:40
0,17-03-2023 10:45
2,17-03-2023 10:50
0,17-03-2023 10:55
0,17-03-2023 11:00
2,17-03-2023 11:05
2,17-03-2023 11:10
2,17-03-2023 11:15
2,17-03-2023 11:20
0,17-03-2023 11:25
0,17-03-2023 11:30
2,17-03-2023 11:35
0,17-03-2023 11:40
0,17-03-2023 11:45
0,17-03-2023 11:50
2,17-03-2023 11:55
2,17-03-2023 12:00
0,17-03-2023 12:05
0,17-03-2023 12:10
2,17-03-2023 12:15
0,17-03-2023 12:20
2,17-03-2023 12:25
2,17-03-2023 12:30
0,17-03-2023 12:35
2,17-03-2023 12:40
0,17-03-2023 12:45
2,17-03-2023 12:50
0,17-03-2023 12:55
0,17-03-2023 13:00
0,17-03-2023 13:05
2,17-03-2023 13:10
0,17-03-2023 13:15
2,17-03-2023 13:20
2,17-03-2023 13:25
2,17-03-2023 13:30
0,17-03-2023 13:35
0,17-03-2023 13:40
0,17-03-2023 13:45
0,17-03-2023 13:50
2,17-03-2023 13:55
2,17-03-2023 14:00
0,17-03-2023 14:05
2,17-03-2023 14:10
0,17-03-2023 14:15
0,17-03-2023 14:20
2,17-03-2023 14:25
0,17-03-2023 14:30
2,17-03-2023 14:35
0,17-03-2023 14:40
4,17-03-2023 14:45
0,17-03-2023 14:50
0,17-03-2023 14:55
0,17-03-2023 15:00
2,17-03-2023 15:05
2,17-03-2023 15:10
0,17-03-2023 15:15
2,17-03-2023 15:20
0,17-03-2023 15:25
2,17-03-2023 15:30
4,17-03-2023 15:35
0,17-03-2023 15:40
0,17-03-2023 15:45
2,17-03-2023 15:50
0,17-03-2023 15:55
0,17-03-2023 16:00
0,17-03-2023 16:05
2,17-03-2023 16:10
0,17-03-2023 16:15
4,17-03-2023 16:20
0,17-03-2023 16:25
0,17-03-2023 16:30
0,17-03-2023 16:35
4,17-03-2023 16:40
0,17-03-2023 16:45
0,17-03-2023 16:50
2,17-03-2023 16:55
0,17-03-2023 17:00
0,17-03-2023 17:05
2,17-03-2023 17:10
0,17-03-2023 17:15
2,17-03-2023 17:20
2,17-03-2023 17:25
2,17-03-2023 17:30
0,17-03-2023 17:35
2,17-03-2023 17:40
2,17-03-2023 17:45
0,17-03-2023 17:50
4,17-03-2023 17:55
2,17-03-2023 18:00
0,17-03-2023 18:05
4,17-03-2023 18:10
2,17-03-2023 18:15
2,17-03-2023 18:20
2,17-03-2023 18:25
0,17-03-2023 18:30
0,17-03-2023 18:35
0,17-03-2023 18:40
2,17-03-2023 18:45
0,17-03-2023 18:50
2,17-03-2023 18:55
2,17-03-2023 19:00
0,17-03-2023 19:05
2,17-03-2023 19:10
2,17-03-2023 19:15
0,17-03-2023 19:20
0,17-03-2023 19:25
2,17-03-2023 19:30
0,17-03-2023 19:35
0,17-03-2023 19:40
2,17-03-2023 19:45
2,17-03-2023 19:50
0,17-03-2023 19:55
2,17-03-2023 20:00
0,17-03-2023 20:05
0,17-03-2023 20:10
0,17-03-2023 20:15
0,17-03-2023 20:20
0,17-03-2023 20:25
2,17-03-2023 20:30
0,17-03-2023 20:35
0,17-03-2023 20:40
2,17-03-2023 20:45
2,17-03-2023 20:50
2,17-03-2023 20:55
2,17-03-2023 21:00
0,17-03-2023 21:05
0,17-03-2023 21:10
0,17-03-2023 21:15
2,17-03-2023 21:20
2,17-03-2023 21:25
0,17-03-2023 21:30
2,17-03-2023 21:35
0,17-03-2023 21:40
0,17-03-2023 21:45
0,17-03-2023 21:50
2,17-03-2023 21:55
2,17-03-2023 22:00
2,17-03-2023 22:05
0,17-03-2023 22:10
0,17-03-2023 22:15
2,17-03-2023 22:20
0,17-03-2023 22:25
2,17-03-2023 22:30
0,17-03-2023 22:35
4,17-03-2023 22:40
4,17-03-2023 22:45
2,17-03-2023 22:50
4,17-03-2023 22:55
2,17-03-2023 23:00
0,17-03-2023 23:05
2,17-03-2023 23:10
0,17-03-2023 23:15
2,17-03-2023 23:20
2,17-03-2023 23:25
2,17-03-2023 23:30
0,17-03-2023 23:35
0,17-03-2023 23:40
0,17-03-2023 23:45
0,17-03-2023 23:50
0,17-03-2023 23:55
0,18-03-2023 00:00
0,18-03-2023 00:05
0,18-03-2023 00:10
22,18-03-2023 00:15
41,18-03-2023 00:20
28,18-03-2023 00:25
35,18-03-2023 00:30
23,18-03-2023 00:35
38,18-03-2023 00:40
38,18-03-2023 00:45
52,18-03-2023 00:50
0,18-03-2023 00:55
0,18-03-2023 01:00
0,18-03-2023 01:05
0,18-03-2023 01:10
12,18-03-2023 01:15
30,18-03-2023 01:20
70,18-03-2023 01:25
30,18-03-2023 01:30
54,18-03-2023 01:35
0,18-03-2023 01:40
0,18-03-2023 01:45
42,18-03-2023 01:50
34,18-03-2023 01:55
74,18-03-2023 02:00
0,18-03-2023 02:05
0,18-03-2023 02:10
24,18-03-2023 02:15
31,18-03-2023 02:20
49,18-03-2023 02:25
51,18-03-2023 02:30
24,18-03-2023 02:35
9,18-03-2023 02:40
1,18-03-2023 02:45
37,18-03-2023 02:50
0,18-03-2023 02:55
0,18-03-2023 03:00
0,18-03-2023 03:05
0,18-03-2023 03:10
27,18-03-2023 03:15
31,18-03-2023 03:20
27,18-03-2023 03:25
31,18-03-2023 03:30
36,18-03-2023 03:35
43,18-03-2023 03:40
34,18-03-2023 03:45
27,18-03-2023 03:50
70,18-03-2023 03:55
13,18-03-2023 04:00
66,18-03-2023 04:05
0,18-03-2023 04:10
34,18-03-2023 04:15
1,18-03-2023 04:20
36,18-03-2023 04:25
26,18-03-2023 04:30
28,18-03-2023 04:35
37,18-03-2023 04:40
22,18-03-2023 04:45
53,18-03-2023 04:50
35,18-03-2023 04:55
0,18-03-2023 05:00
0,18-03-2023 05:05
0,18-03-2023 05:10
3,18-03-2023 05:15
36,18-03-2023 05:20
23,18-03-2023 05:25
44,18-03-2023 05:30
52,18-03-2023 05:35
2,18-03-2023 05:40
46,18-03-2023 05:45
54,18-03-2023 05:50
48,18-03-2023 05:55
0,18-03-2023 06:00
0,18-03-2023 06:05
0,18-03-2023 06:10
14,18-03-2023 06:15
24,18-03-2023 06:20
45,18-03-2023 06:25
56,18-03-2023 06:30
0,18-03-2023 06:35
39,18-03-2023 06:40
39,18-03-2023 06:45
43,18-03-2023 06:50
26,18-03-2023 06:55
21,18-03-2023 07:00
0,18-03-2023 07:05
0,18-03-2023 07:10
70,18-03-2023 07:15
86,18-03-2023 07:20
23,18-03-2023 07:25
0,18-03-2023 07:30
27,18-03-2023 07:35
35,18-03-2023 07:40
83,18-03-2023 07:45
0,18-03-2023 07:50
0,18-03-2023 07:55
0,18-03-2023 08:00
0,18-03-2023 08:05
0,18-03-2023 08:10
50,18-03-2023 08:15
29,18-03-2023 08:20
52,18-03-2023 08:25
34,18-03-2023 08:30
3,18-03-2023 08:35
73,18-03-2023 08:40
35,18-03-2023 08:45
0,18-03-2023 08:50
27,18-03-2023 08:55
0,18-03-2023 09:00
0,18-03-2023 09:05
0,18-03-2023 09:10
0,18-03-2023 09:15
29,18-03-2023 09:20
41,18-03-2023 09:25
3,18-03-2023 09:30
25,18-03-2023 09:35
0,18-03-2023 09:40
38,18-03-2023 09:45
35,18-03-2023 09:50
31,18-03-2023 09:55
0,18-03-2023 10:00
0,18-03-2023 10:05
0,18-03-2023 10:10
31,18-03-2023 10:15
2,18-03-2023 10:20
27,18-03-2023 10:25
34,18-03-2023 10:30
64,18-03-2023 10:35
41,18-03-2023 10:40
19,18-03-2023 10:45
34,18-03-2023 10:50
43,18-03-2023 10:55
0,18-03-2023 11:00
0,18-03-2023 11:05
0,18-03-2023 11:10
32,18-03-2023 11:15
74,18-03-2023 11:20
32,18-03-2023 11:25
50,18-03-2023 11:30
76,18-03-2023 11:35
48,18-03-2023 11:40
0,18-03-2023 11:45
0,18-03-2023 11:50
0,18-03-2023 11:55
0,18-03-2023 12:00
0,18-03-2023 12:05
0,18-03-2023 12:10
27,18-03-2023 12:15
7,18-03-2023 12:20
23,18-03-2023 12:25
34,18-03-2023 12:30
27,18-03-2023 12:35
0,18-03-2023 12:40
27,18-03-2023 12:45
27,18-03-2023 12:50
31,18-03-2023 12:55
0,18-03-2023 13:00
0,18-03-2023 13:05
6,18-03-2023 13:10
22,18-03-2023 13:15
35,18-03-2023 13:20
17,18-03-2023 13:25
29,18-03-2023 13:30
29,18-03-2023 13:35
0,18-03-2023 13:40
14,18-03-2023 13:45
31,18-03-2023 13:50
49,18-03-2023 13:55
0,18-03-2023 14:00
0,18-03-2023 14:05
0,18-03-2023 14:10
27,18-03-2023 14:15
29,18-03-2023 14:20
0,18-03-2023 14:25
36,18-03-2023 14:30
25,18-03-2023 14:35
36,18-03-2023 14:40
28,18-03-2023 14:45
33,18-03-2023 14:50
29,18-03-2023 14:55
68,18-03-2023 15:00
0,18-03-2023 15:05
0,18-03-2023 15:10
22,18-03-2023 15:15
4,18-03-2023 15:20
34,18-03-2023 15:25
4,18-03-2023 15:30
53,18-03-2023 15:35
45,18-03-2023 15:40
84,18-03-2023 15:45
0,18-03-2023 15:50
0,18-03-2023 15:55
0,18-03-2023 16:00
0,18-03-2023 16:05
0,18-03-2023 16:10
29,18-03-2023 16:15
79,18-03-2023 16:20
22,18-03-2023 16:25
17,18-03-2023 16:30
36,18-03-2023 16:35
32,18-03-2023 16:40
59,18-03-2023 16:45
37,18-03-2023 16:50
12,18-03-2023 16:55
35,18-03-2023 17:00
0,18-03-2023 17:05
0,18-03-2023 17:10
62,18-03-2023 17:15
33,18-03-2023 17:20
44,18-03-2023 17:25
44,18-03-2023 17:30
53,18-03-2023 17:35
21,18-03-2023 17:40
29,18-03-2023 17:45
41,18-03-2023 17:50
0,18-03-2023 17:55
0,18-03-2023 18:00
0,18-03-2023 18:05
0,18-03-2023 18:10
31,18-03-2023 18:15
0,18-03-2023 18:20
26,18-03-2023 18:25
30,18-03-2023 18:30
42,18-03-2023 18:35
33,18-03-2023 18:40
0,18-03-2023 18:45
23,18-03-2023 18:50
27,18-03-2023 18:55
0,18-03-2023 19:00
0,18-03-2023 19:05
0,18-03-2023 19:10
38,18-03-2023 19:15
36,18-03-2023 19:20
0,18-03-2023 19:25
24,18-03-2023 19:30
26,18-03-2023 19:35
0,18-03-2023 19:40
42,18-03-2023 19:45
0,18-03-2023 19:50
35,18-03-2023 19:55
0,18-03-2023 20:00
0,18-03-2023 20:05
0,18-03-2023 20:10
33,18-03-2023 20:15
61,18-03-2023 20:20
19,18-03-2023 20:25
39,18-03-2023 20:30
53,18-03-2023 20:35
0,18-03-2023 20:40
26,18-03-2023 20:45
0,18-03-2023 20:50
12,18-03-2023 20:55
0,18-03-2023 21:00
0,18-03-2023 21:05
0,18-03-2023 21:10
29,18-03-2023 21:15
0,18-03-2023 21:20
78,18-03-2023 21:25
19,18-03-2023 21:30
44,18-03-2023 21:35
26,18-03-2023 21:40
32,18-03-2023 21:45
31,18-03-2023 21:50
31,18-03-2023 21:55
0,18-03-2023 22:00
0,18-03-2023 22:05
0,18-03-2023 22:10
27,18-03-2023 22:15
71,18-03-2023 22:20
40,18-03-2023 22:25
0,18-03-2023 22:30
47,18-03-2023 22:35
38,18-03-2023 22:40
33,18-03-2023 22:45
15,18-03-2023 22:50
0,18-03-2023 22:55
0,18-03-2023 23:00
0,18-03-2023 23:05
0,18-03-2023 23:10
55,18-03-2023 23:15
0,18-03-2023 23:20
27,18-03-2023 23:25
28,18-03-2023 23:30
40,18-03-2023 23:35
78,18-03-2023 23:40
34,18-03-2023 23:45
37,18-03-2023 23:50
0,18-03-2023 23:55
2,19-03-2023 00:00
54,19-03-2023 00:05
